"Sub","CellType","Prop"
"32","Cardiac Neuron",0.0033459994647902
"33","Cardiac Neuron",0.00870769567050983
"34","Cardiac Neuron",0.00413915595039853
"35","Cardiac Neuron",0.00907939343469605
"36","Cardiac Neuron",0.00637796835904577
"37","Cardiac Neuron",0.0031908370240957
"38","Cardiac Neuron",0.000253255187347873
"39","Cardiac Neuron",0.00488705328820352
"4","Cardiac Neuron",0.0124790010978774
"40","Cardiac Neuron",0.0150177690511529
"41","Cardiac Neuron",0.00210004297426875
"42","Cardiac Neuron",0.00632928473106536
"43","Cardiac Neuron",0.0155346275384382
"44","Cardiac Neuron",0
"5","Cardiac Neuron",7.18426222754715e-06
"6","Cardiac Neuron",0.0166032175025113
"7","Cardiac Neuron",0.00543412140344591
"8","Cardiac Neuron",0.00352044914694093
"9","Cardiac Neuron",0.00972313326295825
"B6.F.CM.RNA.1","Cardiac Neuron",0
"B6.F.CM.RNA.2","Cardiac Neuron",0
"B6.F.CM.RNA.3","Cardiac Neuron",0
"B6.F.CM.RNA.4","Cardiac Neuron",0
"B6.F.CM.RNA.5","Cardiac Neuron",0
"B6.F.Fib.RNA.1","Cardiac Neuron",0.0770573996364655
"B6.F.Fib.RNA.3","Cardiac Neuron",0.113092667019793
"B6.F.Fib.RNA.4","Cardiac Neuron",0.0947340966109749
"B6.F.Fib.RNA.5","Cardiac Neuron",0.108493983748753
"B6.M.CM.RNA.1","Cardiac Neuron",0
"B6.M.CM.RNA.3","Cardiac Neuron",0
"B6.M.CM.RNA.4","Cardiac Neuron",0.00114393711598599
"B6.M.CM.RNA.5","Cardiac Neuron",0
"B6.M.Fib.RNA.2","Cardiac Neuron",0.100184376455082
"B6.M.Fib.RNA.3","Cardiac Neuron",0.128120982287723
"B6.M.Endo.RNA.1","Cardiac Neuron",0.0110264033458245
"B6.M.Endo.RNA.2","Cardiac Neuron",0.00180433295251343
"B6.M.Endo.RNA.3","Cardiac Neuron",0
"CM_Sham_19","Cardiac Neuron",0.000468246060197957
"CM_Sham_20","Cardiac Neuron",0.000127064093983081
"CM_Sham_21","Cardiac Neuron",0
"FB_Sham_10","Cardiac Neuron",0.0280310113685837
"FB_Sham_11","Cardiac Neuron",0.0263928729705032
"FB_Sham_12","Cardiac Neuron",0.0225707604139276
"EC_Sham_1","Cardiac Neuron",0.0111926514626333
"EC_Sham_2","Cardiac Neuron",0.00942910371272852
"EC_Sham_3","Cardiac Neuron",0.0156958450120087
